ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue
566,1973,PhD,Together,89548.64,2,0,2018-10-21,56,0,416,249,585,86,181,633,2,0,1,0,0,0,0,6,12,14,3,36,1269
567,1993,2n Cycle,Married,23061.97,1,2,2012-09-16,48,0,175,113,447,184,147,240,9,0,0,0,0,0,0,11,0,10,15,42,3182
568,1942,2n Cycle,Divorced,150934.95,0,1,2010-07-08,43,0,386,25,840,90,22,626,8,0,0,0,0,0,0,4,1,6,12,32,409
569,1989,Master,Widow,183336.99,1,2,2010-09-12,79,0,1494,270,1094,247,104,708,1,0,0,0,1,1,1,12,5,10,11,45,2089
570,1951,2n Cycle,Together,89634.09,2,0,2010-03-09,74,0,852,498,589,213,162,221,3,0,0,0,1,0,0,5,2,4,3,4,3987
571,2004,Basic,Together,55448.77,2,0,2011-09-08,13,1,1256,32,1153,358,66,213,5,0,0,1,0,0,0,3,0,12,11,30,3204
572,1993,Basic,Together,89708.65,0,1,2016-07-11,2,0,662,61,888,248,289,591,2,0,0,0,0,0,1,13,5,6,16,42,383
573,1944,Master,Divorced,146072.32,2,0,2017-06-11,61,0,451,228,42,125,288,774,9,0,0,0,1,0,0,11,4,0,8,39,780
574,1996,Master,Single,6765.56,1,0,2017-11-08,63,0,276,302,519,410,45,134,9,0,0,0,0,0,0,6,12,10,11,5,1547
575,1956,Master,Single,119943.53,2,1,2012-05-23,44,0,1252,94,1036,437,80,753,6,1,1,0,0,0,0,0,8,10,14,3,1467
576,1986,PhD,Married,124591.88,0,2,2019-07-13,81,0,1194,34,724,368,146,385,6,0,0,1,0,0,0,3,5,9,19,22,3813
577,1962,2n Cycle,Single,129349.21,2,1,2016-06-05,57,0,212,192,622,3,221,302,4,1,0,0,0,0,0,2,4,8,1,28,1793
578,1953,Master,Together,52194.31,1,2,2014-06-14,19,0,1305,455,987,87,14,781,2,0,0,1,0,0,0,12,0,0,8,22,4166
579,1990,Graduation,Together,144240.28,0,1,2010-12-23,57,0,40,75,802,150,120,286,1,1,0,0,0,0,1,3,14,13,13,22,2023
580,1977,Graduation,Together,22821.34,1,2,2010-09-13,88,0,1145,378,534,175,77,561,3,0,0,1,0,1,0,0,0,4,3,34,928
581,2003,Basic,Married,43857.72,0,1,2012-10-04,56,0,1250,248,301,210,294,188,3,1,1,0,0,0,0,11,10,13,3,29,4322
582,1977,2n Cycle,Together,176106.66,2,2,2016-07-28,76,0,293,82,526,425,240,296,7,0,0,0,1,0,0,12,0,7,5,43,2934
583,1989,Master,Single,149051.01,0,1,2014-10-22,67,0,599,24,1138,258,17,525,7,0,0,0,0,0,0,1,6,0,4,42,3057
584,1969,Graduation,Divorced,7680.38,0,2,2019-11-02,77,0,1290,56,459,90,255,388,4,0,0,0,0,1,0,11,5,6,16,13,2645
585,1990,2n Cycle,Divorced,53433.37,2,1,2017-01-15,96,0,540,31,831,258,276,458,5,0,0,0,0,0,1,10,13,1,12,7,2347
586,2002,Basic,Widow,46809.26,1,0,2018-03-17,91,0,450,318,504,411,26,743,7,0,0,0,0,0,0,12,4,6,19,10,710
587,1991,PhD,Single,57807.23,2,2,2017-09-04,51,0,1472,11,931,190,1,260,0,1,1,0,0,1,0,8,3,6,16,28,3194
588,1977,2n Cycle,Together,53274.16,0,1,2010-10-11,36,0,1084,318,324,80,294,703,4,0,0,1,0,0,1,14,10,8,18,4,3212
589,1969,2n Cycle,Divorced,17192.63,2,2,2019-04-07,7,0,1170,332,578,414,238,714,3,0,0,0,0,0,0,6,13,5,0,32,4271
590,1990,PhD,Single,94493.4,0,2,2010-04-09,43,0,789,91,760,137,12,772,3,0,0,0,0,0,0,12,12,3,16,22,4035
591,1944,2n Cycle,Divorced,147883.03,2,1,2010-07-16,97,0,333,0,1198,432,183,112,1,0,0,1,1,0,0,5,12,6,2,20,1319
592,1968,Basic,Together,123312.69,2,2,2016-12-04,4,0,890,434,850,469,193,35,9,0,0,1,0,0,0,1,10,6,13,48,4756
593,1943,Basic,Divorced,136209.98,1,1,2012-05-27,68,0,1165,325,1195,349,55,78,0,0,1,0,0,0,0,0,7,3,11,20,1344
594,1949,PhD,Widow,20824.09,0,0,2019-01-11,30,0,43,135,959,125,229,274,5,0,0,0,0,0,0,1,10,1,14,6,1059
595,1995,Master,Widow,190540.69,1,2,2015-02-12,44,0,143,195,501,368,27,277,6,0,1,0,0,0,0,6,7,12,5,9,2141
596,1956,Graduation,Divorced,168505.91,0,0,2017-04-16,8,0,332,132,333,404,70,673,4,0,0,0,0,0,0,1,4,10,19,28,1807
597,1956,Master,Single,161992.61,2,2,2017-04-19,31,0,997,472,283,355,209,311,7,0,0,0,0,0,1,2,14,8,1,13,2014
598,1973,2n Cycle,Single,165481.84,0,2,2013-10-20,32,0,1419,85,474,308,183,528,8,0,0,0,0,0,1,7,3,13,3,31,4693
599,1945,Graduation,Single,186878.55,1,2,2016-08-12,66,0,54,475,1077,342,40,203,1,0,0,0,0,1,0,6,14,7,12,39,1241
600,1992,PhD,Divorced,111129.52,1,1,2011-07-24,29,0,1330,294,631,229,259,16,3,0,1,0,0,0,0,11,1,4,12,14,1103
601,1982,PhD,Single,44054.99,1,0,2017-03-22,75,0,869,278,702,459,83,713,8,0,0,1,0,0,0,10,6,13,16,22,2891
602,1962,Graduation,Together,125272.8,0,2,2018-08-13,28,0,1446,323,408,344,45,475,4,0,0,0,1,0,0,10,4,4,5,37,2454
603,1994,Basic,Widow,149861.89,1,1,2012-12-01,2,0,1440,179,981,309,158,510,2,0,0,0,0,0,1,13,2,0,10,45,3612
604,1955,Graduation,Together,148893.89,1,2,2011-02-26,89,0,796,3,558,440,6,209,5,0,0,0,0,0,1,10,8,10,18,24,3754
605,1947,2n Cycle,Single,106682.56,1,1,2017-11-23,56,0,324,125,221,19,135,498,2,0,0,0,1,0,1,8,8,8,15,8,1872
606,1943,Basic,Together,18349.45,2,2,2013-04-19,29,0,79,174,157,368,182,401,4,0,0,0,0,0,0,11,10,10,7,15,1321
607,1943,PhD,Single,77367.02,2,0,2011-06-29,8,0,1054,250,347,48,196,428,2,0,0,0,0,0,1,3,14,13,0,41,1769
608,1995,Graduation,Divorced,184549.49,0,0,2010-03-12,25,0,984,20,1182,489,171,77,5,0,0,1,0,0,1,6,10,9,9,6,302
609,1964,Master,Together,118967.54,0,2,2019-12-19,1,0,1135,484,888,134,275,567,9,0,0,0,0,0,0,0,9,10,1,23,2818
610,1966,Master,Divorced,109974.73,1,1,2018-09-12,61,0,557,439,921,28,77,79,4,0,0,0,0,0,0,10,13,7,18,25,1609
611,1971,2n Cycle,Divorced,57426.44,2,2,2013-05-08,2,0,864,104,661,47,177,305,8,0,1,0,0,0,0,10,10,4,13,31,786
612,1989,Master,Married,76847.54,1,1,2018-09-08,45,0,716,65,404,476,26,57,2,1,0,0,0,0,0,1,7,9,2,46,1978
613,2000,Graduation,Single,179592.49,1,2,2012-02-07,67,0,471,442,676,268,119,529,5,0,1,0,0,0,1,6,0,5,8,29,2240
614,1990,Graduation,Widow,134960.29,2,1,2016-06-12,24,0,73,262,588,2,280,207,7,0,0,0,0,0,0,14,11,11,7,23,1052
615,1958,Master,Single,158540.47,2,0,2014-09-03,50,0,588,48,557,257,195,510,6,0,0,0,0,0,0,1,2,9,10,10,3035
616,1960,Graduation,Widow,93597.36,2,2,2016-08-21,12,0,1410,15,904,15,276,134,5,0,0,0,0,1,0,5,1,10,14,9,1972
617,1944,2n Cycle,Single,127898.21,0,0,2011-10-17,43,0,563,144,1070,93,17,521,1,0,0,0,0,0,0,12,3,9,5,49,3802
618,1981,Basic,Divorced,53434.8,0,0,2017-06-18,34,0,1456,339,478,357,294,580,6,0,1,0,0,0,1,9,1,7,1,13,4187
619,2000,2n Cycle,Together,142564.86,1,2,2016-09-12,54,0,1435,249,486,133,270,82,7,1,0,0,0,0,0,11,11,5,0,32,3752
620,1961,2n Cycle,Together,88382.26,0,2,2014-12-02,86,0,466,342,565,300,52,620,0,0,0,0,0,0,0,8,10,9,2,49,3242
621,1960,Graduation,Married,91296.38,2,1,2010-08-09,8,0,598,353,523,326,293,43,8,0,0,0,0,0,0,10,7,13,17,45,3884
622,1940,Basic,Widow,131617.85,2,1,2010-07-01,1,0,991,74,703,132,51,482,3,0,0,0,0,0,0,4,0,3,13,41,4488
623,1944,Graduation,Widow,187574.72,0,0,2010-11-03,60,0,736,289,1029,311,215,643,7,0,0,1,0,1,0,9,3,2,16,1,4477
624,1951,PhD,Widow,17481.24,1,1,2017-01-13,40,0,993,416,820,454,71,492,9,0,0,0,0,1,1,6,4,6,1,1,3577
625,1985,Graduation,Divorced,165824.93,1,1,2013-11-20,43,0,247,281,1167,481,27,498,6,0,0,0,0,0,0,12,13,12,18,37,390
626,1973,Graduation,Widow,62014.71,0,2,2012-10-10,63,0,1143,65,857,382,251,17,9,0,0,0,1,0,0,0,9,1,8,40,2438
627,1988,Graduation,Together,91564.29,1,1,2015-08-14,30,0,66,124,584,31,34,604,6,0,0,0,1,0,0,7,3,6,7,18,3537
628,1984,Basic,Divorced,9273.1,1,0,2017-12-20,46,0,572,318,685,304,200,293,1,1,0,0,1,0,0,8,7,0,9,36,1750
629,1966,Graduation,Single,63703.99,1,1,2012-04-27,1,0,1350,86,231,268,248,147,0,0,0,0,1,0,1,14,1,12,8,31,1283
630,1965,Basic,Widow,103013.09,2,0,2012-03-14,95,0,702,40,269,413,98,471,3,0,0,0,0,0,0,12,8,9,7,1,2620
631,1986,Master,Widow,15954.34,2,2,2019-03-07,81,0,469,469,939,24,139,171,1,0,0,0,0,0,0,4,1,4,6,47,2348
632,1995,PhD,Single,100763.67,0,0,2010-08-03,76,0,492,185,873,468,82,562,7,0,0,0,0,0,0,5,1,14,5,36,187
633,2002,Basic,Widow,185786.57,2,1,2018-04-08,68,0,662,353,51,315,47,530,9,1,0,0,0,0,0,12,12,8,1,9,2848
634,1987,Master,Single,25551.68,1,2,2013-12-14,57,0,285,379,115,58,277,119,6,0,0,0,0,1,0,10,1,12,8,22,2980
635,2000,Basic,Divorced,154065.94,2,1,2010-04-11,43,0,311,334,537,212,247,736,7,0,0,0,0,1,0,7,11,14,8,28,3970
636,1965,Basic,Together,84885.86,0,2,2018-03-30,73,0,308,265,540,155,176,65,5,0,0,1,0,0,0,3,9,12,18,26,4232
637,1975,PhD,Single,132758.87,2,2,2019-11-02,55,0,774,270,1042,495,51,140,0,0,0,1,0,0,1,1,7,0,8,10,1883
638,1940,2n Cycle,Married,55746.14,1,1,2011-07-27,42,0,1120,41,814,313,78,445,8,0,1,0,0,1,0,14,2,7,1,47,2189
639,1947,2n Cycle,Single,36100.99,1,1,2013-08-25,88,0,964,92,790,275,63,505,5,0,1,0,0,0,0,9,9,8,18,3,257
640,1991,Basic,Widow,36290.21,0,2,2011-10-20,33,0,1136,184,617,417,7,188,9,1,0,0,1,0,1,7,10,8,15,2,2283
641,1986,Graduation,Divorced,18745.93,2,2,2018-03-06,29,0,455,214,418,388,213,157,0,0,0,1,0,0,1,1,13,7,13,37,1900
642,1995,Master,Divorced,41201.11,2,1,2014-03-14,70,0,1486,16,308,209,24,609,0,0,1,0,1,1,0,4,9,3,19,31,1737
643,1953,Graduation,Single,134522.78,2,0,2018-08-01,69,0,131,443,863,443,255,669,7,0,0,1,0,0,0,14,14,13,0,33,2253
644,1967,Graduation,Together,176929.67,1,1,2014-07-15,54,0,929,264,185,486,242,245,5,0,0,0,0,0,0,12,13,13,12,32,2258
645,1941,Basic,Married,163754.51,0,2,2010-08-14,66,0,964,113,260,426,197,747,7,0,0,0,0,1,0,5,7,6,1,43,900
646,1965,Basic,Divorced,138601.19,2,1,2010-04-15,12,0,928,291,159,56,93,32,7,0,0,1,0,0,0,4,6,0,13,12,2253
647,1953,Basic,Widow,26534.21,1,0,2015-06-21,2,0,120,456,869,184,206,360,7,0,0,0,0,1,0,5,9,6,0,3,3740
648,1998,Basic,Widow,61391.55,1,1,2012-02-11,25,0,1220,463,761,458,14,752,9,0,1,0,0,0,0,5,3,5,14,48,3405
649,1995,2n Cycle,Together,65412.34,1,2,2019-07-29,56,0,633,291,223,53,177,329,6,0,0,0,0,0,0,2,6,4,17,26,2659
650,1946,Basic,Divorced,53741.6,2,1,2019-02-09,23,0,896,47,179,208,74,511,6,0,0,0,1,0,0,10,10,0,8,14,273
651,1942,2n Cycle,Single,105426.1,2,2,2011-03-05,52,0,771,306,19,367,103,786,9,1,0,0,0,0,0,10,7,7,7,12,3824
652,1962,2n Cycle,Widow,109432.99,2,2,2011-03-10,69,0,1062,96,631,428,293,70,3,0,0,0,0,0,0,2,5,9,6,26,1461
653,1957,Basic,Together,74592.77,2,1,2013-05-15,42,0,565,374,57,341,167,312,8,0,0,0,0,0,0,8,5,0,8,16,4442
654,1977,PhD,Divorced,73988.89,2,2,2018-06-27,59,0,511,94,1116,292,114,727,1,0,0,0,0,0,0,2,2,0,8,8,372
655,1954,Master,Divorced,166568.34,2,2,2017-06-22,57,0,1497,325,722,339,38,78,8,0,0,0,0,0,0,2,4,13,10,49,1561
656,2003,Graduation,Divorced,158912.11,2,0,2019-05-01,48,0,1184,73,614,303,272,168,9,0,1,1,0,0,0,10,9,14,3,49,2136
657,1967,2n Cycle,Divorced,65020.19,2,0,2017-03-20,41,0,288,335,561,251,134,179,2,0,0,0,0,0,0,13,1,2,6,28,4650
658,1978,Master,Divorced,183188.75,2,0,2018-08-07,75,0,199,67,373,373,231,627,1,1,0,0,0,0,0,1,11,12,6,7,2337
659,1996,PhD,Widow,190798.93,1,0,2012-05-15,99,0,527,245,621,437,38,259,3,0,0,0,0,0,0,6,4,7,3,15,736
660,1956,Graduation,Together,68714.8,2,2,2017-08-25,65,0,916,405,87,303,290,485,4,1,0,0,0,0,0,9,4,7,11,41,2067
661,1983,Graduation,Divorced,74112.87,0,1,2019-10-25,10,0,1271,76,1043,111,46,771,1,0,0,1,0,0,0,9,6,13,16,36,1518
662,1964,2n Cycle,Married,103598.66,1,2,2018-11-13,97,0,1406,207,1013,365,35,4,0,0,1,0,0,0,0,3,3,14,19,8,3973
663,1956,Basic,Married,188518.56,2,2,2017-12-21,89,0,1241,371,13,5,94,296,9,0,1,0,0,0,0,0,13,6,2,10,4885
664,1952,PhD,Together,175882.29,0,2,2016-08-12,17,0,1110,253,132,417,12,619,4,0,0,0,0,0,0,5,10,4,8,15,1046
665,1964,2n Cycle,Single,25000.75,2,1,2010-09-08,84,0,1105,220,1057,190,145,359,8,0,0,0,0,0,0,4,5,14,4,18,2584
666,1949,PhD,Single,81582.49,0,0,2017-12-16,99,0,1085,261,891,333,64,116,4,0,0,1,0,0,0,13,8,7,19,46,2862
667,1957,Basic,Single,112907.38,0,2,2012-05-05,51,0,798,409,591,431,227,356,9,0,0,1,0,0,0,10,3,1,15,37,672
668,1973,Basic,Married,103110.83,0,2,2013-04-08,45,0,1065,330,582,278,241,438,8,0,0,0,0,0,0,1,10,7,7,41,3874
669,1947,2n Cycle,Single,42803.3,0,0,2018-08-28,43,0,11,343,1178,381,7,330,9,0,1,1,0,0,0,5,13,11,15,45,2833
670,1979,Basic,Widow,172469.27,1,2,2011-07-15,21,0,832,476,1101,339,42,524,5,0,0,0,0,0,0,0,5,10,18,43,4443
671,1981,Master,Divorced,137003.45,1,1,2014-01-09,52,0,840,258,1195,12,243,653,2,0,0,0,1,0,0,2,12,1,15,44,1125
672,1980,Graduation,Married,168392.13,0,2,2016-05-30,58,0,642,307,288,302,180,187,3,0,0,0,0,0,0,3,11,9,17,35,353
673,1945,2n Cycle,Together,172459.03,2,2,2012-07-07,93,0,1138,73,1012,43,84,280,3,0,0,0,0,1,0,12,8,4,14,2,713
674,1991,PhD,Together,150929.39,0,0,2013-03-19,29,0,1241,124,878,104,154,510,0,0,0,0,0,0,0,2,9,10,17,22,2996
675,1965,Master,Divorced,90646.07,1,2,2018-10-09,7,0,105,187,6,159,274,465,2,0,0,1,0,0,0,14,11,12,13,15,4044
676,2003,2n Cycle,Married,124056.62,2,2,2011-03-09,97,0,690,253,1183,153,22,114,2,0,0,0,0,0,0,12,0,3,15,37,2042
677,1998,Basic,Single,36271.25,1,1,2015-10-08,56,0,527,446,239,241,114,235,0,1,0,0,0,1,0,5,7,14,4,39,3545
678,1995,Basic,Single,136360.86,1,0,2012-08-26,72,0,1495,320,535,180,298,337,8,1,0,0,0,0,0,10,0,12,7,36,2744
679,1998,Basic,Widow,39954.38,2,0,2012-04-15,19,0,845,307,69,13,98,521,0,1,0,0,0,0,0,3,3,0,15,5,4354
680,1972,Basic,Widow,140320.17,0,1,2016-02-25,24,0,892,234,215,179,103,198,8,0,0,0,0,0,0,13,2,4,0,48,3248
681,1992,PhD,Single,49771.64,0,2,2016-03-12,18,0,386,473,1127,376,50,763,0,0,1,0,0,0,0,0,3,6,10,15,568
682,1961,Master,Together,27922.5,0,0,2012-06-16,4,0,1249,249,1077,291,111,49,1,0,0,0,0,0,0,4,13,0,10,27,4483
683,1960,Graduation,Together,37230.48,0,0,2019-12-12,74,0,480,331,805,263,243,141,1,0,0,0,0,0,0,4,6,1,1,16,1919
684,1943,PhD,Widow,5388.47,2,2,2011-04-17,78,0,407,397,329,167,168,782,5,1,0,0,1,0,0,8,12,11,18,36,3860
685,2001,PhD,Divorced,145154.23,2,2,2010-09-04,71,0,1480,344,847,213,71,527,6,0,0,1,0,0,0,7,13,14,4,38,962
686,2001,Graduation,Single,147818.2,2,0,2016-08-26,82,0,897,71,44,149,138,513,0,0,0,0,0,0,0,14,8,13,2,18,3984
687,1963,Graduation,Widow,105412.0,1,2,2012-09-17,86,0,710,234,828,15,230,669,2,0,0,0,0,0,0,7,8,8,7,35,4952
688,1994,Basic,Widow,36465.75,2,0,2019-01-24,26,0,638,323,197,90,238,29,1,0,0,0,1,0,1,4,9,11,3,25,3238
689,1948,PhD,Single,21293.1,0,2,2012-07-15,39,0,1044,155,895,119,252,81,7,0,0,0,0,1,0,7,0,4,12,22,1365
690,1942,2n Cycle,Single,8730.15,1,2,2019-06-01,95,0,814,454,331,443,48,30,8,0,0,1,0,0,0,13,14,13,13,31,3278
691,1970,Graduation,Together,37320.89,0,1,2013-04-06,25,0,917,393,695,252,71,747,1,1,0,0,0,0,0,9,9,12,0,37,621
692,1979,Graduation,Divorced,178716.83,0,2,2017-02-20,26,0,202,114,26,59,262,332,1,1,0,0,0,0,1,6,0,6,4,34,3305
693,1975,Master,Divorced,52099.68,2,1,2012-12-10,61,0,416,312,1189,265,221,659,9,0,0,1,0,1,1,0,8,1,6,23,2521
694,1963,2n Cycle,Single,74082.91,2,2,2015-01-09,82,0,415,227,317,408,76,176,8,0,0,0,0,0,0,11,3,6,5,16,147
695,1945,2n Cycle,Married,25542.37,0,0,2011-11-20,49,1,1471,321,364,30,61,369,3,0,0,0,0,0,0,6,11,6,14,6,4083
696,1943,Graduation,Widow,48360.45,0,0,2016-08-24,41,0,84,345,1126,20,156,546,4,0,0,0,0,0,0,10,12,6,14,15,1689
697,1945,Basic,Widow,106248.79,1,2,2016-11-26,28,0,166,244,959,218,293,534,8,1,0,0,1,0,0,7,13,4,7,18,4892
698,1990,Master,Single,123511.77,2,2,2018-08-18,38,0,383,305,372,80,124,105,5,0,1,0,1,0,0,2,2,8,1,38,4077
699,2001,2n Cycle,Married,52843.7,1,0,2017-07-07,59,0,467,13,244,288,228,96,9,0,1,0,0,0,1,8,12,1,13,13,310
700,1996,Graduation,Together,16257.77,1,2,2019-06-01,40,0,1095,15,1192,30,160,229,8,0,0,1,0,0,0,7,8,3,15,24,985
701,1947,2n Cycle,Single,81251.41,1,1,2014-01-24,32,1,809,437,477,497,28,226,8,0,0,0,0,0,0,1,4,1,9,13,1847
702,1965,Master,Single,50669.66,0,1,2018-02-06,82,0,996,426,124,233,113,370,6,0,0,0,1,0,0,5,11,7,14,1,381
703,1990,Master,Widow,47813.02,1,1,2019-11-20,82,0,472,41,536,473,78,99,9,0,0,0,0,0,0,3,5,11,3,48,4260
704,1984,PhD,Single,192173.25,1,1,2019-08-25,96,0,992,464,705,404,22,444,8,0,0,0,0,0,0,2,0,10,11,36,317
705,1983,Graduation,Single,125178.59,0,1,2019-09-06,15,0,1281,109,530,35,105,467,4,0,0,0,0,0,0,10,0,0,9,49,2109
706,1944,Master,Single,113591.3,2,2,2012-08-17,22,0,274,277,785,448,130,54,4,0,0,0,0,0,0,5,12,8,1,18,122
707,1965,PhD,Widow,86076.15,2,2,2011-04-23,6,0,1043,323,253,131,172,194,7,0,0,0,0,0,0,9,13,11,3,48,2971
708,1958,PhD,Together,88644.15,1,1,2018-05-10,25,0,489,18,120,323,263,519,9,0,0,0,0,0,0,12,6,12,19,33,2503
709,1959,2n Cycle,Together,110476.48,0,2,2018-02-21,95,0,325,65,1055,345,284,423,3,0,0,0,0,0,0,14,9,13,5,38,3938
710,1951,2n Cycle,Single,140803.81,2,2,2019-07-24,11,1,528,166,660,131,1,314,8,0,0,0,0,0,0,8,14,4,13,43,227
711,1986,PhD,Widow,141918.49,1,1,2011-12-08,71,0,891,72,1060,496,232,127,6,0,0,0,0,0,0,1,7,10,2,6,2049
712,1940,2n Cycle,Together,38480.31,1,2,2018-12-30,4,0,88,402,1036,8,250,31,6,0,0,0,1,0,0,9,10,11,14,17,821
713,1953,Master,Together,102521.99,0,2,2019-06-03,91,0,485,399,87,29,107,92,2,1,0,0,0,0,0,9,7,2,0,4,995
714,2003,Basic,Together,85331.83,1,2,2017-12-11,68,0,707,309,45,114,275,518,3,0,0,0,0,0,1,9,13,11,18,14,4545
715,1977,Master,Widow,174752.76,2,1,2013-02-11,48,0,349,408,1142,300,179,257,6,0,0,0,1,1,1,4,12,10,0,30,319
716,1976,PhD,Widow,128126.69,0,2,2018-05-23,25,0,1107,111,932,3,212,219,4,0,0,1,0,1,0,5,6,3,12,46,1905
717,1950,PhD,Single,108838.29,2,0,2012-01-24,4,0,386,273,744,324,292,751,2,0,0,0,0,0,0,3,12,0,7,20,1705
718,1942,Master,Divorced,27501.96,2,0,2016-12-25,21,0,86,406,966,236,71,105,0,0,0,0,0,0,0,6,10,2,17,8,3802
719,1972,2n Cycle,Together,123099.39,2,1,2014-07-18,78,0,306,372,762,22,282,547,6,1,0,0,0,0,1,1,8,10,2,2,2583
720,1945,2n Cycle,Divorced,27854.76,1,0,2017-11-04,12,0,1177,84,761,15,174,415,5,0,0,0,0,0,0,6,0,7,17,37,4204
721,1989,PhD,Widow,70755.28,1,1,2011-08-11,27,0,439,138,793,21,122,556,9,0,0,0,0,0,0,1,1,11,19,4,2739
722,1949,Graduation,Widow,32854.18,2,0,2013-08-27,32,0,739,38,743,484,226,308,6,0,0,0,0,0,0,0,12,1,8,10,4411
723,1944,2n Cycle,Widow,139954.36,2,0,2014-02-01,22,0,263,104,1069,71,82,365,1,0,0,0,0,1,0,10,2,1,5,20,2172
724,1962,Master,Divorced,45219.16,0,0,2015-01-22,96,0,976,323,557,303,252,520,3,0,0,0,0,1,0,4,12,8,19,35,3211
725,1949,2n Cycle,Widow,81412.58,0,1,2017-07-18,17,0,734,280,525,445,145,458,1,0,1,0,0,0,0,1,11,4,1,48,554
726,1983,Master,Single,179656.58,1,1,2018-07-13,29,0,420,446,596,480,119,598,7,0,0,0,0,0,0,7,12,4,3,10,2454
727,1941,PhD,Widow,44841.69,1,2,2019-07-19,25,0,492,479,839,443,64,369,6,0,0,0,1,0,1,11,4,0,17,28,2251
728,1952,2n Cycle,Married,104021.99,0,1,2019-01-31,15,0,632,413,2,229,280,330,0,0,0,0,0,0,0,11,3,12,6,15,3339
729,1979,Master,Divorced,86757.97,2,0,2018-08-22,76,0,992,428,1051,106,282,688,1,0,0,1,0,0,1,11,3,5,10,36,4631
730,1941,PhD,Married,8534.19,1,0,2010-07-26,38,0,410,122,156,207,105,641,1,0,0,0,0,0,0,7,14,7,4,1,1203
731,2004,Graduation,Widow,159587.83,2,1,2016-01-08,32,0,172,217,854,388,299,706,3,0,0,0,0,0,0,0,7,5,7,22,4211
732,2002,Master,Single,18463.95,0,1,2017-06-08,25,0,3,376,510,207,106,10,2,0,0,0,0,1,1,3,7,13,10,27,2477
733,1956,Graduation,Together,97479.73,1,1,2017-01-19,47,0,853,60,686,262,35,506,0,0,0,0,0,0,1,13,10,14,19,29,1386
734,1948,Graduation,Widow,114332.27,1,2,2010-06-14,64,0,985,99,1137,50,146,418,1,0,0,0,0,0,0,8,6,6,19,15,456
735,1954,Basic,Single,127543.16,0,0,2018-02-12,37,0,1495,306,570,64,261,121,8,0,1,0,0,0,0,4,0,13,14,10,3528
736,1963,2n Cycle,Divorced,139283.17,1,2,2015-06-22,1,0,1133,353,714,264,158,234,0,0,0,0,0,0,0,11,9,3,2,20,4094
737,1977,Master,Married,54388.11,0,2,2018-10-22,5,0,1060,392,238,337,264,330,8,0,0,0,0,1,0,10,14,1,6,22,326
738,1974,Graduation,Married,6945.86,1,0,2018-05-16,45,0,582,203,302,300,201,542,6,0,1,0,0,0,0,9,3,0,7,48,3530
739,1988,Basic,Married,146071.51,0,0,2015-09-16,49,0,1054,257,606,377,154,347,1,0,1,0,0,0,0,12,0,11,10,9,2411
740,2001,PhD,Divorced,109453.04,1,1,2010-11-29,37,0,380,485,990,174,12,411,1,0,0,0,0,0,0,5,10,5,9,32,2646
741,1999,Master,Single,168042.95,2,1,2011-02-07,87,0,1291,4,333,450,296,223,4,0,0,1,0,0,0,2,13,8,19,17,2018
742,1989,Graduation,Divorced,165170.73,2,2,2011-02-18,17,0,1034,445,112,151,84,152,4,0,0,0,0,1,0,4,4,9,8,42,510
743,1948,2n Cycle,Married,169448.6,2,1,2010-02-14,26,1,343,196,361,475,279,211,3,0,0,0,0,0,0,13,2,4,14,19,2496
744,1973,Basic,Widow,99593.46,1,1,2019-07-06,40,0,165,179,800,265,244,91,9,0,1,0,1,0,0,11,2,11,19,40,3789
745,1974,Graduation,Together,70057.54,1,0,2016-03-03,71,0,699,341,96,328,299,330,9,0,0,0,0,0,0,12,3,1,4,27,1632
746,1940,2n Cycle,Divorced,159353.85,2,0,2010-03-03,91,0,341,132,15,460,8,466,2,0,0,0,0,0,0,12,1,0,14,37,3567
747,1979,Graduation,Divorced,93002.35,2,1,2016-10-03,73,0,1042,442,555,303,246,640,3,0,1,0,0,0,0,12,6,2,3,34,4852
748,2003,Master,Single,40771.23,0,0,2012-05-17,16,0,979,323,375,162,277,708,9,0,0,0,1,0,0,0,11,3,4,47,4248
749,1961,Master,Single,171719.93,0,1,2014-01-31,61,0,1207,252,741,437,237,553,3,0,0,1,0,0,0,7,12,6,14,49,2425
750,1999,Master,Divorced,177099.18,0,0,2017-11-07,28,0,544,264,389,342,202,227,1,0,1,0,0,1,0,10,3,8,16,10,2789
751,2003,Basic,Married,95930.4,2,0,2010-01-19,57,0,1033,92,619,366,246,193,4,0,0,0,0,0,0,14,4,7,7,30,1021
752,1950,Master,Together,19761.45,2,0,2010-12-31,69,0,191,149,823,464,234,529,4,0,0,0,0,0,0,5,11,8,18,21,1375
753,1953,2n Cycle,Single,80626.09,2,0,2019-03-26,77,1,319,410,319,237,80,242,4,0,0,0,0,1,0,11,13,6,8,21,202
754,1999,Graduation,Married,161689.84,0,1,2018-06-06,21,0,579,137,195,198,12,388,9,0,0,0,0,0,0,1,1,9,9,34,3658
